administrative_district,year,population_density,log_popdens,normalized_local_density,normalized_london_density,share_of_london_pop,tubestationsperperson,map_code,tube_stations_add,tube_stations_cum,train_stations,tube_station_density,train_station_density,area,population,ring,year_1801,year_1811,year_1821,year_1831,year_1841,year_1851,year_1861,year_1871,year_1881,year_1891,year_1901,year_1911,year_1921,year_1931,year_1941,year_1951,year_1961,year_1971,year_1981,year_1991,year_2001,barking_and_dagenham,barnet,bexley,brent,bromley,camden,city_of_london,croydon,ealing,enfield,greenwich,hackney,hammersmith_and_fulham,haringey,harrow,havering,hillingdon,hounslow,islington,kensington_and_chelsea,kingston_upon_thames,lambeth,lewisham,merton,newham,redbridge,richmond_upon_thames,southwark,sutton,tower_hamlets,waltham_forest,wandsworth,westminster,logtsd,pop_dens_10yearsago,pop_dens_20yearsago,pop_dens_10yearsfuture,pop_dens_20yearsfuture
Islington,1921,26989,10.2,0.97,0.53,0.05,0,10,0,10,,0.6729475,,14.86,401054,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514587,27789,27275,26212,21813
Islington,1931,26212,10.17,0.94,0.51,0.05,0,10,0,10,,0.6729475,,14.86,389513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514587,26989,27789,21813,18152
Islington,1941,21813,9.99,0.78,0.43,0.04,0,10,0,10,,0.6729475,,14.86,324143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514587,26212,26989,18152,15630
Islington,1951,18152,9.81,0.65,0.36,0.03,0,10,0,10,,0.6729475,,14.86,269743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514587,21813,26212,15630,13460
Islington,1961,15630,9.66,0.56,0.31,0.03,0,10,0,10,,0.6729475,,14.86,232258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514587,18152,21813,13460,10600
Islington,1971,13460,9.51,0.48,0.26,0.03,0,10,2,12,,0.807537,,14.86,200022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5919651,15630,18152,10600,11668
Islington,1981,10600,9.27,0.38,0.21,0.02,0,10,0,12,,0.807537,,14.86,157512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5919651,13460,15630,11668,11830
Islington,1991,11668,9.36,0.42,0.23,0.03,0,10,0,12,,0.807537,,14.86,173384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5919651,10600,13460,11830,0
Islington,2001,11830,9.38,0.43,0.23,0.02,0,10,0,12,,0.807537,,14.86,175787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5919651,11668,10600,0,0
Kensington and Chelsea,1801,1821,7.51,0.09,0.04,0.02,0,3,0,0,,0,,12.13,22088,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2563,3569
Kensington and Chelsea,1811,2563,7.85,0.12,0.05,0.03,0,3,0,0,,0,,12.13,31085,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1821,0,3569,4606
Kensington and Chelsea,1821,3569,8.18,0.17,0.07,0.03,0,3,0,0,,0,,12.13,43296,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2563,1821,4606,3859
Kensington and Chelsea,1831,4606,8.44,0.22,0.09,0.03,0,3,0,0,,0,,12.13,55865,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3569,2563,3859,5720
Kensington and Chelsea,1841,3859,8.26,0.18,0.08,0.02,0,3,0,0,,0,,12.13,46807,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4606,3569,5720,10621
Kensington and Chelsea,1851,5720,8.65,0.27,0.11,0.03,0,3,0,0,,0,,12.13,69379,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3859,4606,10621,15522
Kensington and Chelsea,1861,10621,9.27,0.5,0.21,0.04,0,3,0,0,,0,,12.13,128828,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5720,3859,15522,20423
Kensington and Chelsea,1871,15522,9.65,0.73,0.3,0.05,0,3,9,9,,0.7419621,,12.13,188277,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5550121,10621,5720,20423,21271
Kensington and Chelsea,1881,20423,9.92,0.96,0.4,0.05,0,3,2,11,,0.9068425,,12.13,247725,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6454487,15522,10621,21271,20632
Kensington and Chelsea,1891,21271,9.97,1,0.42,0.05,0,3,0,11,,0.9068425,,12.13,258015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6454487,20423,15522,20632,20023
Kensington and Chelsea,1901,20632,9.93,0.97,0.4,0.04,0,3,2,13,,1.071723,,12.13,250267,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7283806,21271,20423,20023,20082
Kensington and Chelsea,1911,20023,9.9,0.94,0.39,0.03,0,3,4,17,,1.401484,,12.13,242884,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8760868,20632,21271,20082,20140
Kensington and Chelsea,1921,20082,9.91,0.94,0.39,0.03,0,3,0,17,,1.401484,,12.13,243589,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8760868,20023,20632,20140,19240
Kensington and Chelsea,1931,20140,9.91,0.95,0.39,0.03,0,3,0,17,,1.401484,,12.13,244297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8760868,20082,20023,19240,18396
Kensington and Chelsea,1941,19240,9.86,0.9,0.38,0.03,0,3,0,17,,1.401484,,12.13,233377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8760868,20140,20082,18396,16950
Kensington and Chelsea,1951,18396,9.82,0.86,0.36,0.03,0,3,0,17,,1.401484,,12.13,223144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8760868,19240,20140,16950,15628
Kensington and Chelsea,1961,16950,9.74,0.8,0.33,0.03,0,3,0,17,,1.401484,,12.13,205598,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8760868,18396,19240,15628,10379
Kensington and Chelsea,1971,15628,9.66,0.73,0.31,0.03,0,3,0,17,,1.401484,,12.13,189571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8760868,16950,18396,10379,11968
Kensington and Chelsea,1981,10379,9.25,0.49,0.2,0.02,0,3,0,17,,1.401484,,12.13,125892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8760868,15628,16950,11968,13102
Kensington and Chelsea,1991,11968,9.39,0.56,0.23,0.02,0,3,0,17,,1.401484,,12.13,145171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8760868,10379,15628,13102,0
Kensington and Chelsea,2001,13102,9.48,0.62,0.26,0.02,0,3,0,17,,1.401484,,12.13,158922,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8760868,11968,10379,0,0
Kingston upon Thames,1801,124,4.82,0.03,0,0,0,16,0,0,,0,,37.25,4612,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,162
Kingston upon Thames,1811,133,4.89,0.03,0,0,0,16,0,0,,0,,37.25,4960,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,162,194
Kingston upon Thames,1821,162,5.09,0.04,0,0,0,16,0,0,,0,,37.25,6050,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,133,124,194,257
Kingston upon Thames,1831,194,5.27,0.05,0,0,0,16,0,0,,0,,37.25,7212,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,162,133,257,324
Kingston upon Thames,1841,257,5.55,0.07,0.01,0.01,0,16,0,0,,0,,37.25,9587,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,194,162,324,533
Kingston upon Thames,1851,324,5.78,0.08,0.01,0.01,0,16,0,0,,0,,37.25,12080,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,257,194,533,742
Kingston upon Thames,1861,533,6.28,0.13,0.01,0.01,0,16,0,0,,0,,37.25,19863,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,324,257,742,951
Kingston upon Thames,1871,742,6.61,0.19,0.01,0.01,0,16,0,0,,0,,37.25,27647,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,533,324,951,1184
Kingston upon Thames,1881,951,6.86,0.24,0.02,0.01,0,16,0,0,,0,,37.25,35430,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,742,533,1184,1475
Kingston upon Thames,1891,1184,7.08,0.3,0.02,0.01,0,16,0,0,,0,,37.25,44106,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,951,742,1475,1838
Kingston upon Thames,1901,1475,7.3,0.37,0.03,0.01,0,16,0,0,,0,,37.25,54956,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,951,1838,2133
Kingston upon Thames,1911,1838,7.52,0.46,0.04,0.01,0,16,0,0,,0,,37.25,68481,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1475,1184,2133,2476
Kingston upon Thames,1921,2133,7.67,0.54,0.04,0.01,0,16,0,0,,0,,37.25,79468,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1838,1475,2476,3089
Kingston upon Thames,1931,2476,7.81,0.63,0.05,0.01,0,16,0,0,,0,,37.25,92220,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2133,1838,3089,3854
Kingston upon Thames,1941,3089,8.04,0.78,0.06,0.01,0,16,0,0,,0,,37.25,115055,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2476,2133,3854,3824
Kingston upon Thames,1951,3854,8.26,0.97,0.08,0.02,0,16,0,0,,0,,37.25,143545,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3089,2476,3824,3795
Kingston upon Thames,1961,3824,8.25,0.97,0.07,0.02,0,16,0,0,,0,,37.25,142448,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3854,3089,3795,3523
Kingston upon Thames,1971,3795,8.24,0.96,0.07,0.02,0,16,0,0,,0,,37.25,141375,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3824,3854,3523,3690
Kingston upon Thames,1981,3523,8.17,0.89,0.07,0.02,0,16,0,0,,0,,37.25,131230,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3795,3824,3690,3954
Kingston upon Thames,1991,3690,8.21,0.93,0.07,0.02,0,16,0,0,,0,,37.25,137453,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3523,3795,3954,0
Kingston upon Thames,2001,3954,8.28,1,0.08,0.02,0,16,0,0,,0,,37.25,147295,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3690,3523,0,0
Lambeth,1801,1273,7.15,0.09,0.02,0.03,0,6,0,0,,0,,26.82,34135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1846,2552
Lambeth,1811,1846,7.52,0.13,0.04,0.04,0,6,0,0,,0,,26.82,49511,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1273,0,2552,3823
Lambeth,1821,2552,7.84,0.17,0.05,0.05,0,6,0,0,,0,,26.82,68458,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1846,1273,3823,4889
Lambeth,1831,3823,8.25,0.26,0.07,0.06,0,6,0,0,,0,,26.82,102524,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2552,1846,4889,5912
Lambeth,1841,4889,8.49,0.33,0.1,0.07,0,6,0,0,,0,,26.82,131131,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3823,2552,5912,7616
Lambeth,1851,5912,8.68,0.4,0.12,0.07,0,6,0,0,,0,,26.82,158559,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4889,3823,7616,9319
Lambeth,1861,7616,8.94,0.52,0.15,0.07,0,6,0,0,,0,,26.82,204252,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5912,4889,9319,11023
Lambeth,1871,9319,9.14,0.63,0.18,0.06,0,6,0,0,,0,,26.82,249945,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7616,5912,11023,12402
Lambeth,1881,11023,9.31,0.75,0.22,0.06,0,6,0,0,,0,,26.82,295637,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9319,7616,12402,13323
Lambeth,1891,12402,9.43,0.84,0.24,0.06,0,6,2,2,,0.0745712,,26.82,332619,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0719217,11023,9319,13323,14312
Lambeth,1901,13323,9.5,0.91,0.26,0.06,0,6,3,5,,0.186428,,26.82,357316,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1709471,12402,11023,14312,14496
Lambeth,1911,14312,9.57,0.97,0.28,0.05,0,6,1,6,,0.2237137,,26.82,383848,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2018902,13323,12402,14496,14682
Lambeth,1921,14496,9.58,0.99,0.28,0.05,0,6,1,7,,0.2609993,,26.82,388779,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2319045,14312,13323,14682,13273
Lambeth,1931,14682,9.59,1,0.29,0.05,0,6,1,8,,0.2982849,,26.82,393782,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2610441,14496,14312,13273,11998
Lambeth,1941,13273,9.49,0.9,0.26,0.04,0,6,0,8,,0.2982849,,26.82,355970,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2610441,14682,14496,11998,11752
Lambeth,1951,11998,9.39,0.82,0.24,0.04,0,6,0,8,,0.2982849,,26.82,321795,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2610441,13273,14682,11752,11512
Lambeth,1961,11752,9.37,0.8,0.23,0.04,0,6,0,8,,0.2982849,,26.82,315184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2610441,11998,13273,11512,9103
Lambeth,1971,11512,9.35,0.78,0.23,0.04,0,6,0,8,,0.2982849,,26.82,308740,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2610441,11752,11998,9103,9560
Lambeth,1981,9103,9.12,0.62,0.18,0.04,0,6,3,11,,0.4101417,,26.82,244153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3436902,11512,11752,9560,9924
Lambeth,1991,9560,9.17,0.65,0.19,0.04,0,6,0,11,,0.4101417,,26.82,256406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3436902,9103,11512,9924,0
Lambeth,2001,9924,9.2,0.68,0.19,0.04,0,6,1,12,,0.4474273,,26.82,266170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3697877,9560,9103,0,0
Lewisham,1801,473,6.16,0.05,0.01,0.02,0,21,0,0,,0,,35.15,16640,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,561,696
Lewisham,1811,561,6.33,0.06,0.01,0.02,0,21,0,0,,0,,35.15,19728,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,473,0,696,777
Lewisham,1821,696,6.55,0.07,0.01,0.02,0,21,0,0,,0,,35.15,24474,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,561,473,777,927
Lewisham,1831,777,6.66,0.08,0.02,0.02,0,21,0,0,,0,,35.15,27329,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,696,561,927,1183
Lewisham,1841,927,6.83,0.1,0.02,0.02,0,21,0,0,,0,,35.15,32589,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,777,696,1183,2189
